transaction_amount,customer_tenure_months,retry_count,gateway_response_time_ms,is_high_value_transaction,is_repeat_failure,failure_reason_bank_decline,failure_reason_card_expired,failure_reason_insufficient_funds,failure_reason_network_error,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,customer_segment_high_value_repeat,customer_segment_new_customer,customer_segment_occasional
19.6,15,0,491,0,0,True,False,False,False,False,False,False,True,False,False,True
70.95,44,1,683,1,0,False,True,False,False,False,False,True,False,True,False,False
83.85,40,0,551,1,0,False,False,True,False,True,False,False,False,True,False,False
24.0,48,2,409,0,1,False,False,True,False,False,True,False,False,False,False,True
75.5,1,0,50,1,0,False,False,True,False,False,False,True,False,False,True,False
53.6,53,2,756,0,1,False,True,False,False,False,False,True,False,False,False,True
44.9,19,1,3422,0,0,False,False,False,True,False,False,False,True,False,False,True
44.15,1,2,407,0,1,True,False,False,False,True,False,False,False,False,True,False
81.9,39,1,483,1,0,False,False,True,False,False,False,True,False,True,False,False
104.3,43,1,358,1,0,True,False,False,False,False,True,False,False,True,False,False
87.1,4,0,151,1,0,False,True,False,False,False,False,False,True,False,False,True
80.6,71,1,296,1,0,False,False,True,False,True,False,False,False,True,False,False
85.3,47,2,336,1,1,False,True,False,False,False,False,True,False,True,False,False
70.75,29,0,517,1,0,True,False,False,False,False,False,True,False,True,False,False
45.35,58,0,618,0,0,True,False,False,False,False,False,True,False,False,False,True
49.1,15,1,476,0,0,False,True,False,False,False,False,True,False,False,False,True
84.05,72,3,345,1,1,False,False,True,False,True,False,False,False,True,False,False
55.55,43,0,349,0,0,False,True,False,False,False,True,False,False,False,False,True
98.5,25,0,3841,1,0,False,False,False,True,False,False,True,False,True,False,False
20.35,2,0,2070,0,0,False,False,False,True,False,False,False,True,False,True,False
44.05,5,0,315,0,0,True,False,False,False,False,True,False,False,False,False,True
59.65,15,2,622,0,1,False,False,True,False,True,False,False,False,False,False,True
19.65,11,1,2951,0,0,False,False,False,True,False,False,False,True,False,False,True
26.45,37,0,510,0,0,True,False,False,False,False,False,False,True,False,False,True
100.75,11,3,2727,1,1,False,False,False,True,False,False,True,False,False,False,True
74.55,17,0,202,1,0,True,False,False,False,False,False,False,True,False,False,True
97.95,62,2,494,1,1,False,False,True,False,False,True,False,False,True,False,False
49.0,27,1,425,0,0,False,False,True,False,False,False,False,True,False,False,True
20.2,25,1,291,0,0,True,False,False,False,True,False,False,False,False,False,True
19.8,50,1,540,0,0,True,False,False,False,False,False,True,False,False,False,True
99.45,69,1,1965,1,0,False,False,False,True,False,True,False,False,True,False,False
25.55,28,0,319,0,0,False,True,False,False,False,False,False,True,False,False,True
20.5,35,1,442,0,0,False,True,False,False,True,False,False,False,False,False,True
19.1,29,0,1063,0,0,False,False,False,True,False,False,False,True,False,False,True
103.15,65,0,698,1,0,True,False,False,False,True,False,False,False,True,False,False
19.9,35,0,534,0,0,False,False,True,False,False,False,True,False,False,False,True
19.55,51,2,651,0,1,True,False,False,False,False,True,False,False,False,False,True
45.65,4,0,347,0,0,False,True,False,False,False,False,False,True,False,False,True
84.2,65,1,280,1,0,False,False,True,False,True,False,False,False,True,False,False
99.95,23,2,504,1,1,False,False,True,False,False,True,False,False,False,False,True
80.45,38,1,50,1,0,False,False,True,False,False,False,False,True,True,False,False
84.85,43,0,630,1,0,False,False,True,False,False,False,True,False,True,False,False
25.25,12,3,402,0,1,False,False,True,False,False,True,False,False,False,False,True
100.15,65,0,213,1,0,True,False,False,False,True,False,False,False,True,False,False
95.8,14,0,3056,1,0,False,False,False,True,False,False,True,False,False,False,True
85.25,20,1,520,1,0,False,False,True,False,False,False,True,False,False,False,True
61.3,56,2,523,0,1,True,False,False,False,False,True,False,False,True,False,False
25.1,42,1,266,0,0,False,False,True,False,False,True,False,False,False,False,True
72.9,11,2,364,1,1,True,False,False,False,False,False,True,False,False,False,True
82.0,2,1,347,1,0,False,False,True,False,False,False,True,False,False,True,False
19.65,3,3,458,0,1,True,False,False,False,False,False,False,True,False,True,False
69.35,1,0,264,0,0,True,False,False,False,False,False,True,False,False,True,False
19.55,11,0,368,0,0,False,False,True,False,False,True,False,False,False,False,True
65.25,3,0,454,0,0,False,False,True,False,False,False,False,True,False,True,False
19.55,1,0,2401,0,0,False,False,False,True,False,False,False,True,False,True,False
19.95,68,2,1881,0,1,False,False,False,True,True,False,False,False,False,False,True
20.2,53,1,2783,0,0,False,False,False,True,False,True,False,False,False,False,True
101.4,60,2,373,1,1,True,False,False,False,True,False,False,False,True,False,False
88.9,66,1,367,1,0,False,False,True,False,True,False,False,False,True,False,False
59.0,28,2,439,0,1,True,False,False,False,False,False,False,True,False,False,True
70.05,5,2,1998,0,1,False,False,False,True,False,False,True,False,False,False,True
39.1,24,1,3966,0,0,False,False,False,True,True,False,False,False,False,False,True
54.15,45,3,3356,0,1,False,False,False,True,False,True,False,False,False,False,True
94.05,6,2,387,1,1,True,False,False,False,False,False,False,True,False,False,True
80.3,64,2,377,1,1,False,False,True,False,False,True,False,False,True,False,False
92.85,58,0,371,1,0,False,False,True,False,False,False,True,False,True,False,False
83.15,5,2,374,1,1,True,False,False,False,False,True,False,False,False,False,True
59.05,31,0,441,0,0,False,False,True,False,False,True,False,False,False,False,True
100.25,35,3,234,1,1,False,False,True,False,False,False,True,False,True,False,False
20.2,5,0,593,0,0,False,True,False,False,False,False,False,True,False,False,True
69.95,16,1,445,0,0,False,True,False,False,False,True,False,False,False,False,True
105.75,72,2,568,1,1,False,False,True,False,False,True,False,False,True,False,False
94.15,60,1,419,1,0,False,True,False,False,True,False,False,False,True,False,False
26.3,67,0,2951,0,0,False,False,False,True,False,False,False,True,False,False,True
90.35,72,2,467,1,1,True,False,False,False,True,False,False,False,True,False,False
19.85,50,3,346,0,1,False,True,False,False,True,False,False,False,False,False,True
24.0,10,2,1856,0,1,False,False,False,True,False,False,True,False,False,False,True
97.95,4,1,626,1,0,True,False,False,False,False,False,True,False,False,False,True
74.9,4,2,487,1,1,True,False,False,False,False,False,True,False,False,False,True
86.8,23,1,468,1,0,False,False,True,False,False,False,True,False,False,False,True
79.7,6,1,335,1,0,False,True,False,False,False,False,True,False,False,False,True
74.75,12,0,208,1,0,False,False,True,False,True,False,False,False,False,False,True
20.55,10,0,252,0,0,False,True,False,False,False,False,False,True,False,False,True
84.6,12,3,1071,1,1,False,False,True,False,False,False,True,False,False,False,True
67.5,22,2,439,0,1,False,False,True,False,True,False,False,False,False,False,True
75.45,47,2,552,1,1,False,False,True,False,False,True,False,False,True,False,False
98.75,24,0,641,1,0,True,False,False,False,False,False,True,False,False,False,True
64.4,34,2,513,0,1,True,False,False,False,False,False,False,True,True,False,False
21.25,9,2,402,0,1,False,False,True,False,False,False,False,True,False,False,True
74.9,28,0,679,1,0,True,False,False,False,True,False,False,False,True,False,False
64.15,69,0,3944,0,0,False,False,False,True,False,True,False,False,True,False,False
50.65,39,0,410,0,0,False,False,True,False,False,True,False,False,False,False,True
110.5,27,0,525,1,0,True,False,False,False,True,False,False,False,True,False,False
20.5,2,2,2670,0,1,False,False,False,True,True,False,False,False,False,True,False
19.4,1,1,359,0,0,False,False,True,False,False,False,False,True,False,True,False
89.75,65,1,264,1,0,True,False,False,False,False,False,True,False,True,False,False
54.3,28,0,289,0,0,True,False,False,False,False,False,False,True,False,False,True
84.45,12,1,281,1,0,False,True,False,False,False,False,True,False,False,False,True
70.45,1,3,2293,1,1,False,False,False,True,False,False,False,True,False,True,False
79.5,27,1,326,1,0,False,False,True,False,False,False,True,False,True,False,False
25.3,66,0,76,0,0,True,False,False,False,False,True,False,False,False,False,True
59.75,72,1,468,0,0,True,False,False,False,True,False,False,False,False,False,True
89.85,58,3,458,1,1,False,False,True,False,True,False,False,False,True,False,False
99.8,7,1,403,1,0,False,False,True,False,False,False,True,False,False,False,True
94.4,17,2,3823,1,1,False,False,False,True,False,False,True,False,False,False,True
24.7,70,0,3114,0,0,False,False,False,True,True,False,False,False,False,False,True
45.6,1,2,2910,0,1,False,False,False,True,False,False,False,True,False,True,False
24.7,64,2,2636,0,1,False,False,False,True,False,False,False,True,False,False,True
77.75,55,0,2415,1,0,False,False,False,True,False,True,False,False,True,False,False
79.6,51,0,50,1,0,False,True,False,False,True,False,False,False,True,False,False
85.2,5,3,458,1,1,False,True,False,False,False,False,True,False,False,False,True
115.05,43,0,2314,1,0,False,False,False,True,False,True,False,False,True,False,False
101.9,53,0,423,1,0,True,False,False,False,False,False,True,False,True,False,False
19.7,63,3,338,0,1,False,True,False,False,False,False,False,True,False,False,True
20.35,27,0,191,0,0,False,False,True,False,False,True,False,False,False,False,True
69.75,22,1,228,0,0,True,False,False,False,False,False,False,True,False,False,True
85.15,6,1,188,1,0,False,False,True,False,True,False,False,False,False,False,True
89.3,31,1,576,1,0,False,False,True,False,False,False,True,False,True,False,False
81.05,64,0,2334,1,0,False,False,False,True,False,False,True,False,True,False,False
20.85,71,1,301,0,0,False,True,False,False,False,False,True,False,False,False,True
54.1,68,1,651,0,0,False,False,True,False,True,False,False,False,False,False,True
53.55,1,1,207,0,0,True,False,False,False,False,False,False,True,False,True,False
103.5,64,0,383,1,0,False,False,True,False,True,False,False,False,True,False,False
70.3,2,0,350,0,0,False,False,True,False,False,False,True,False,False,True,False
44.0,1,2,334,0,1,False,False,True,False,False,False,True,False,False,True,False
64.4,28,0,590,0,0,True,False,False,False,False,False,True,False,True,False,False
20.25,2,2,612,0,1,True,False,False,False,False,False,False,True,False,True,False
89.55,72,2,254,1,1,False,False,True,False,False,True,False,False,True,False,False
91.25,28,0,164,1,0,True,False,False,False,True,False,False,False,True,False,False
100.9,55,0,379,1,0,False,False,True,False,False,False,False,True,True,False,False
71.0,65,0,422,1,0,False,False,True,False,True,False,False,False,True,False,False
108.9,34,0,424,1,0,False,True,False,False,False,False,True,False,True,False,False
60.05,53,0,198,0,0,False,True,False,False,False,False,True,False,True,False,False
19.8,37,0,3488,0,0,False,False,False,True,True,False,False,False,False,False,True
85.9,15,2,450,1,1,False,False,True,False,True,False,False,False,False,False,True
82.55,71,0,508,1,0,False,True,False,False,False,False,True,False,True,False,False
74.35,7,0,445,1,0,False,True,False,False,False,False,False,True,False,False,True
111.2,67,1,502,1,0,True,False,False,False,True,False,False,False,True,False,False
95.65,52,0,324,1,0,False,True,False,False,False,True,False,False,True,False,False
108.75,69,0,429,1,0,False,False,True,False,True,False,False,False,True,False,False
74.8,24,1,440,1,0,False,False,True,False,False,False,False,True,False,False,True
78.5,7,0,561,1,0,False,False,True,False,False,False,True,False,False,False,True
25.45,39,2,3407,0,1,False,False,False,True,True,False,False,False,False,False,True
20.55,50,0,213,0,0,True,False,False,False,False,False,False,True,False,False,True
98.65,71,0,208,1,0,False,False,True,False,False,True,False,False,True,False,False
19.55,13,2,464,0,1,True,False,False,False,False,False,False,True,False,False,True
18.85,1,2,386,0,1,False,True,False,False,False,False,True,False,False,True,False
94.2,29,1,670,1,0,False,True,False,False,False,False,True,False,True,False,False
83.85,27,0,2919,1,0,False,False,False,True,False,False,True,False,True,False,False
55.8,48,1,3243,0,0,False,False,False,True,False,True,False,False,False,False,True
91.0,6,2,405,1,1,False,False,True,False,False,False,True,False,False,False,True
76.75,59,0,354,1,0,False,False,True,False,False,True,False,False,True,False,False
105.7,30,3,87,1,1,True,False,False,False,True,False,False,False,True,False,False
20.55,32,1,1984,0,0,False,False,False,True,True,False,False,False,False,False,True
92.0,3,0,4041,1,0,False,False,False,True,False,False,True,False,False,True,False
55.7,5,0,1630,0,0,False,False,False,True,False,False,False,True,False,False,True
89.0,70,1,367,1,0,False,False,True,False,True,False,False,False,True,False,False
69.9,1,3,342,0,1,False,False,True,False,False,False,True,False,False,True,False
91.3,54,0,392,1,0,False,False,True,False,False,True,False,False,True,False,False
106.1,72,1,412,1,0,True,False,False,False,False,True,False,False,True,False,False
65.7,66,0,584,0,0,True,False,False,False,True,False,False,False,True,False,False
58.5,9,1,2164,0,0,False,False,False,True,False,False,False,True,False,False,True
78.45,41,1,429,1,0,True,False,False,False,False,False,True,False,True,False,False
82.7,71,0,429,1,0,False,False,True,False,True,False,False,False,True,False,False
110.9,72,0,413,1,0,False,True,False,False,False,True,False,False,True,False,False
110.45,72,0,248,1,0,False,False,True,False,True,False,False,False,True,False,False
83.8,12,0,255,1,0,False,False,True,False,False,False,False,True,False,False,True
64.2,55,0,187,0,0,False,True,False,False,False,False,True,False,True,False,False
103.75,72,0,592,1,0,False,False,True,False,True,False,False,False,True,False,False
108.8,65,1,496,1,0,False,False,True,False,True,False,False,False,True,False,False
80.5,6,3,432,1,1,False,False,True,False,False,False,True,False,False,False,True
70.9,4,0,4011,1,0,False,False,False,True,True,False,False,False,False,False,True
102.0,62,1,573,1,0,False,False,True,False,False,False,True,False,True,False,False
24.65,67,1,482,0,0,False,True,False,False,True,False,False,False,False,False,True
94.0,8,1,341,1,0,False,False,True,False,False,False,True,False,False,False,True
20.8,72,0,233,0,0,True,False,False,False,False,False,False,True,False,False,True
45.55,66,1,486,0,0,True,False,False,False,True,False,False,False,False,False,True
72.15,10,1,383,1,0,False,False,True,False,False,True,False,False,False,False,True
109.55,43,0,364,1,0,False,False,True,False,False,False,False,True,True,False,False
61.15,22,0,266,0,0,True,False,False,False,False,False,False,True,False,False,True
81.45,12,1,3406,1,0,False,False,False,True,False,False,True,False,False,False,True
45.8,10,0,2961,0,0,False,False,False,True,False,True,False,False,False,False,True
48.7,27,0,480,0,0,False,True,False,False,False,True,False,False,False,False,True
20.05,8,2,405,0,1,True,False,False,False,False,False,False,True,False,False,True
20.3,12,1,393,0,0,False,True,False,False,True,False,False,False,False,False,True
53.95,71,0,685,0,0,False,False,True,False,True,False,False,False,False,False,True
105.95,50,0,363,1,0,True,False,False,False,False,True,False,False,True,False,False
108.15,70,0,392,1,0,False,True,False,False,False,True,False,False,True,False,False
44.75,7,1,3132,0,0,False,False,False,True,False,False,True,False,False,False,True
100.7,46,0,584,1,0,True,False,False,False,False,False,True,False,True,False,False
48.95,6,1,404,0,0,False,True,False,False,False,True,False,False,False,False,True
89.25,6,1,159,1,0,False,False,True,False,False,False,True,False,False,False,True
26.9,47,2,633,0,1,False,True,False,False,False,False,True,False,False,False,True
93.6,36,3,264,1,1,False,False,True,False,False,False,True,False,True,False,False
94.7,8,3,635,1,1,True,False,False,False,False,False,True,False,False,False,True
60.3,40,2,544,0,1,True,False,False,False,False,False,False,True,True,False,False
104.0,61,0,375,1,0,False,False,True,False,False,False,True,False,True,False,False
97.95,72,1,273,1,0,True,False,False,False,False,True,False,False,True,False,False
99.1,39,1,396,1,0,True,False,False,False,False,False,False,True,True,False,False
19.55,8,3,271,0,1,False,False,True,False,True,False,False,False,False,False,True
89.1,1,0,387,1,0,True,False,False,False,False,False,True,False,False,True,False
59.55,33,3,626,0,1,False,True,False,False,True,False,False,False,False,False,True
86.55,31,1,3254,1,0,False,False,False,True,False,True,False,False,True,False,False
89.45,9,1,708,1,0,False,False,False,True,False,False,True,False,False,False,True
19.85,70,1,399,0,0,False,True,False,False,False,True,False,False,False,False,True
19.5,55,0,307,0,0,False,True,False,False,False,False,False,True,False,False,True
19.4,4,2,688,0,1,False,True,False,False,False,False,False,True,False,False,True
78.75,48,0,526,1,0,False,True,False,False,False,True,False,False,True,False,False
19.75,61,1,2614,0,0,False,False,False,True,False,False,False,True,False,False,True
69.3,2,2,259,0,1,False,False,True,False,False,False,True,False,False,True,False
50.8,6,0,468,0,0,False,False,True,False,True,False,False,False,False,False,True
29.6,3,0,617,0,0,True,False,False,False,False,False,True,False,False,True,False
43.75,22,0,238,0,0,False,True,False,False,True,False,False,False,False,False,True
79.95,33,0,270,1,0,False,False,True,False,True,False,False,False,True,False,False
99.95,12,0,1979,1,0,False,False,False,True,False,False,False,True,False,False,True
114.65,72,0,841,1,0,False,False,True,False,True,False,False,False,True,False,False
65.25,58,1,272,0,0,True,False,False,False,False,True,False,False,True,False,False
85.55,59,2,453,1,1,False,False,True,False,False,False,True,False,True,False,False
77.2,34,1,407,1,0,False,False,True,False,True,False,False,False,True,False,False
24.8,52,3,1986,0,1,False,False,False,True,False,False,False,True,False,False,True
45.55,10,1,209,0,0,True,False,False,False,False,False,True,False,False,False,True
59.4,16,0,369,0,0,True,False,False,False,False,False,True,False,False,False,True
108.85,58,0,2579,1,0,False,False,False,True,False,False,True,False,True,False,False
94.9,10,3,298,1,1,True,False,False,False,False,False,True,False,False,False,True
89.85,3,1,554,1,0,False,False,True,False,False,False,False,True,False,True,False
19.8,69,0,446,0,0,False,False,True,False,False,True,False,False,False,False,True
30.85,13,3,50,0,1,False,False,True,False,True,False,False,False,False,False,True
89.15,25,1,298,1,0,False,False,True,False,True,False,False,False,True,False,False
20.05,1,0,1829,0,0,False,False,False,True,False,False,False,True,False,True,False
62.05,1,0,605,0,0,False,False,True,False,False,False,False,True,False,True,False
102.1,68,1,2268,1,0,False,False,False,True,True,False,False,False,True,False,False
90.85,1,2,594,1,1,False,False,True,False,False,True,False,False,False,True,False
100.85,8,0,1063,1,0,False,False,False,True,False,False,True,False,False,False,True
25.25,1,1,503,0,0,False,True,False,False,False,False,True,False,False,True,False
53.1,46,0,479,0,0,True,False,False,False,False,False,True,False,False,False,True
103.65,45,2,481,1,1,False,False,True,False,True,False,False,False,True,False,False
103.35,8,1,715,1,0,False,False,True,False,True,False,False,False,False,False,True
94.85,5,0,2443,1,0,False,False,False,True,True,False,False,False,False,False,True
93.2,22,0,349,1,0,True,False,False,False,False,False,False,True,False,False,True
95.3,58,1,302,1,0,False,False,True,False,False,False,True,False,True,False,False
49.65,51,0,392,0,0,True,False,False,False,False,False,True,False,False,False,True
48.95,39,0,350,0,0,True,False,False,False,False,True,False,False,False,False,True
26.0,26,1,385,0,0,True,False,False,False,False,False,False,True,False,False,True
85.45,53,1,305,1,0,False,False,True,False,True,False,False,False,True,False,False
80.0,1,2,1259,1,1,False,False,False,True,False,False,True,False,False,True,False
29.95,1,0,510,0,0,False,True,False,False,True,False,False,False,False,True,False
85.6,18,0,339,1,0,False,False,True,False,False,False,True,False,False,False,True
20.05,46,0,215,0,0,False,False,True,False,True,False,False,False,False,False,True
79.25,3,0,407,1,0,False,True,False,False,False,False,True,False,False,True,False
44.55,12,0,3468,0,0,False,False,False,True,False,False,True,False,False,False,True
55.0,14,1,2984,0,0,False,False,False,True,False,False,True,False,False,False,True
70.25,5,0,292,0,0,False,False,True,False,False,False,False,True,False,False,True
100.35,28,1,569,1,0,False,False,True,False,True,False,False,False,True,False,False
93.85,59,0,1763,1,0,False,False,False,True,True,False,False,False,True,False,False
44.85,10,1,368,0,0,True,False,False,False,False,True,False,False,False,False,True
80.9,21,0,352,1,0,False,False,True,False,False,False,False,True,False,False,True
45.7,5,1,463,0,0,False,False,True,False,False,False,True,False,False,False,True
26.1,10,1,566,0,0,False,True,False,False,False,True,False,False,False,False,True
71.45,5,2,397,1,1,False,False,True,False,False,False,False,True,False,False,True
79.9,9,0,621,1,0,True,False,False,False,False,False,True,False,False,False,True
97.85,11,0,536,1,0,False,False,True,False,True,False,False,False,False,False,True
73.6,47,1,490,1,0,False,False,True,False,False,False,True,False,True,False,False
41.35,3,3,3039,0,1,False,False,False,True,False,False,False,True,False,True,False
75.9,1,0,307,1,0,False,True,False,False,False,False,True,False,False,True,False
40.65,23,3,2903,0,1,False,False,False,True,True,False,False,False,False,False,True
94.45,16,2,471,1,1,False,False,True,False,False,False,True,False,False,False,True
81.7,27,0,364,1,0,False,True,False,False,False,False,True,False,True,False,False
25.75,68,0,189,0,0,False,True,False,False,False,False,False,True,False,False,True
51.4,2,0,348,0,0,True,False,False,False,False,False,True,False,False,True,False
20.35,5,3,549,0,1,False,False,True,False,False,True,False,False,False,False,True
75.7,67,1,553,1,0,False,False,True,False,False,False,False,True,True,False,False
57.95,52,0,359,0,0,False,True,False,False,False,True,False,False,False,False,True
85.8,29,0,247,1,0,True,False,False,False,False,False,True,False,True,False,False
70.1,1,1,306,0,0,False,False,True,False,False,False,True,False,False,True,False
70.15,4,1,452,0,0,False,False,True,False,False,False,True,False,False,False,True
85.35,69,1,349,1,0,False,False,True,False,False,True,False,False,True,False,False
38.9,16,1,932,0,0,False,False,False,True,False,False,True,False,False,False,True
93.0,24,3,307,1,1,False,False,True,False,False,False,True,False,False,False,True
103.8,42,0,307,1,0,False,False,True,False,True,False,False,False,True,False,False
50.8,60,0,2259,0,0,False,False,False,True,False,False,True,False,False,False,True
95.2,10,0,369,1,0,False,True,False,False,False,False,True,False,False,False,True
59.5,9,1,563,0,0,True,False,False,False,True,False,False,False,False,False,True
69.45,24,1,2297,0,0,False,False,False,True,True,False,False,False,False,False,True
20.05,18,0,232,0,0,False,True,False,False,False,False,False,True,False,False,True
115.6,72,2,311,1,1,False,False,True,False,True,False,False,False,True,False,False
86.8,64,2,460,1,1,False,True,False,False,True,False,False,False,True,False,False
19.4,2,1,300,0,0,False,True,False,False,False,False,False,True,False,True,False
90.8,68,0,3547,1,0,False,False,False,True,False,True,False,False,True,False,False
102.45,1,0,321,1,0,False,False,True,False,False,False,True,False,False,True,False
20.35,59,1,449,0,0,False,False,True,False,False,False,False,True,False,False,True
98.25,50,0,480,1,0,False,False,True,False,False,False,True,False,True,False,False
110.45,72,0,407,1,0,False,False,True,False,True,False,False,False,True,False,False
94.7,57,0,335,1,0,False,False,True,False,False,False,True,False,True,False,False
20.35,18,3,469,0,1,True,False,False,False,True,False,False,False,False,False,True
115.05,62,1,678,1,0,True,False,False,False,False,True,False,False,True,False,False
20.1,24,0,244,0,0,False,True,False,False,False,False,False,True,False,False,True
40.2,37,1,336,0,0,True,False,False,False,True,False,False,False,False,False,True
85.75,5,0,607,1,0,False,False,True,False,False,False,True,False,False,False,True
69.55,3,0,2554,0,0,False,False,False,True,True,False,False,False,False,True,False
75.3,29,0,2596,1,0,False,False,False,True,False,True,False,False,True,False,False
49.2,31,2,3375,0,1,False,False,False,True,False,False,False,True,False,False,True
20.8,24,0,436,0,0,False,True,False,False,False,True,False,False,False,False,True
74.8,18,0,581,1,0,False,False,True,False,False,False,True,False,False,False,True
91.85,17,0,359,1,0,True,False,False,False,False,False,True,False,False,False,True
66.9,69,1,497,0,0,False,True,False,False,False,False,False,True,True,False,False
19.95,48,3,1937,0,1,False,False,False,True,False,False,False,True,False,False,True
20.4,54,0,220,0,0,True,False,False,False,False,True,False,False,False,False,True
78.75,13,0,386,1,0,False,False,True,False,False,False,True,False,False,False,True
85.35,22,2,4155,1,1,False,False,False,True,True,False,False,False,False,False,True
25.15,18,0,369,0,0,False,False,True,False,False,False,False,True,False,False,True
90.7,16,0,1872,1,0,False,False,False,True,False,False,True,False,False,False,True
80.6,5,2,226,1,1,True,False,False,False,False,False,True,False,False,False,True
20.25,53,2,490,0,1,True,False,False,False,False,False,False,True,False,False,True
73.85,44,3,448,1,1,False,False,True,False,False,False,True,False,True,False,False
100.55,44,0,709,1,0,False,False,True,False,False,False,True,False,True,False,False
89.75,70,1,329,1,0,False,False,True,False,False,True,False,False,True,False,False
105.3,6,3,499,1,1,False,True,False,False,False,False,True,False,False,False,True
51.45,33,2,2897,0,1,False,False,False,True,False,False,False,True,False,False,True
20.0,11,1,281,0,0,False,True,False,False,False,False,False,True,False,False,True
24.45,72,0,341,0,0,True,False,False,False,True,False,False,False,False,False,True
79.75,9,0,334,1,0,False,False,True,False,False,False,True,False,False,False,True
36.1,63,1,3331,0,0,False,False,False,True,True,False,False,False,False,False,True
20.55,3,0,397,0,0,True,False,False,False,False,True,False,False,False,True,False
105.65,66,1,277,1,0,False,True,False,False,True,False,False,False,True,False,False
62.5,66,2,469,0,1,True,False,False,False,True,False,False,False,True,False,False
71.1,1,3,598,1,1,False,False,True,False,False,False,False,True,False,True,False
94.4,30,0,545,1,0,False,False,True,False,True,False,False,False,True,False,False
70.15,13,3,363,0,1,True,False,False,False,False,False,True,False,False,False,True
79.5,72,1,183,1,0,False,False,True,False,True,False,False,False,True,False,False
55.75,8,0,435,0,0,False,True,False,False,False,False,True,False,False,False,True
106.1,28,3,425,1,1,False,True,False,False,False,False,True,False,True,False,False
105.05,65,2,3360,1,1,False,False,False,True,False,False,True,False,True,False,False
82.9,11,1,371,1,0,True,False,False,False,False,False,True,False,False,False,True
19.2,26,1,213,0,0,False,True,False,False,False,False,False,True,False,False,True
50.25,59,1,2735,0,0,False,False,False,True,False,False,True,False,False,False,True
19.4,67,0,577,0,0,False,False,True,False,False,True,False,False,False,False,True
19.85,71,0,1182,0,0,False,False,False,True,False,True,False,False,False,False,True
71.1,57,0,451,1,0,False,False,True,False,False,True,False,False,True,False,False
47.05,71,1,403,0,0,True,False,False,False,False,False,True,False,False,False,True
20.55,57,0,199,0,0,False,False,True,False,False,True,False,False,False,False,True
26.1,72,0,207,0,0,False,True,False,False,False,False,False,True,False,False,True
75.35,1,1,475,1,0,True,False,False,False,False,True,False,False,False,True,False
96.5,15,0,2976,1,0,False,False,False,True,False,False,True,False,False,False,True
80.15,4,0,429,1,0,False,True,False,False,False,False,True,False,False,False,True
44.95,23,0,288,0,0,False,False,True,False,False,False,True,False,False,False,True
106.8,71,1,469,1,0,True,False,False,False,False,False,True,False,True,False,False
81.3,45,1,398,1,0,False,True,False,False,False,False,False,True,True,False,False
108.5,64,0,568,1,0,False,False,True,False,False,False,False,True,True,False,False
59.2,20,0,284,0,0,True,False,False,False,True,False,False,False,False,False,True
79.85,31,1,231,1,0,False,True,False,False,False,True,False,False,True,False,False
94.85,3,0,274,1,0,False,False,True,False,False,False,True,False,False,True,False
20.65,20,1,572,0,0,False,False,True,False,False,False,False,True,False,False,True
97.55,57,0,357,1,0,False,False,True,False,False,True,False,False,True,False,False
29.4,8,0,346,0,0,False,False,True,False,False,False,True,False,False,False,True
19.45,33,2,2669,0,1,False,False,False,True,True,False,False,False,False,False,True
54.2,67,0,499,0,0,True,False,False,False,False,True,False,False,False,False,True
82.0,71,2,408,1,1,False,True,False,False,False,True,False,False,True,False,False
64.65,59,1,441,0,0,False,True,False,False,False,False,True,False,True,False,False
20.45,1,1,425,0,0,True,False,False,False,False,False,False,True,False,True,False
74.6,57,0,50,1,0,False,False,True,False,True,False,False,False,True,False,False
59.2,1,0,404,0,0,False,False,True,False,False,False,True,False,False,True,False
99.3,9,0,527,1,0,False,False,True,False,False,True,False,False,False,False,True
20.15,4,0,2661,0,0,False,False,False,True,False,True,False,False,False,False,True
88.55,72,1,181,1,0,False,True,False,False,False,True,False,False,True,False,False
106.05,62,3,612,1,1,False,False,True,False,False,True,False,False,True,False,False
80.2,5,1,395,1,0,False,False,True,False,False,False,True,False,False,False,True
94.95,22,0,369,1,0,True,False,False,False,True,False,False,False,False,False,True
25.45,35,0,365,0,0,False,True,False,False,True,False,False,False,False,False,True
79.95,12,0,206,1,0,False,True,False,False,True,False,False,False,False,False,True
20.25,28,1,436,0,0,True,False,False,False,False,False,False,True,False,False,True
20.4,1,1,318,0,0,False,True,False,False,False,False,False,True,False,True,False
104.1,67,1,3252,1,0,False,False,False,True,False,False,True,False,True,False,False
97.75,72,0,456,1,0,False,True,False,False,False,True,False,False,True,False,False
110.7,38,3,2290,1,1,False,False,False,True,False,False,True,False,True,False,False
48.8,14,3,2985,0,1,False,False,False,True,True,False,False,False,False,False,True
86.95,47,0,446,1,0,False,True,False,False,True,False,False,False,True,False,False
24.65,63,1,2438,0,0,False,False,False,True,False,True,False,False,False,False,True
28.6,37,2,1495,0,1,False,False,False,True,False,True,False,False,False,False,True
74.2,1,0,199,1,0,False,False,True,False,False,False,True,False,False,True,False
19.85,37,2,325,0,1,True,False,False,False,True,False,False,False,False,False,True
40.65,9,2,437,0,1,True,False,False,False,False,False,False,True,False,False,True
