customerID,transaction_amount,customer_tenure_months,payment_method,retry_count,failure_reason,gateway_response_time_ms,customer_segment,payment_recovered
4522-XRWWI,80.45,42,Credit card (automatic),0,insufficient_funds,566,high_value_repeat,Yes
3766-EJLFL,109.05,68,Bank transfer (automatic),1,network_error,3638,high_value_repeat,Yes
5939-SXWHM,26.3,48,Bank transfer (automatic),0,network_error,2393,occasional,Yes
8152-UOBNY,106.8,50,Electronic check,0,insufficient_funds,192,high_value_repeat,Yes
7351-KYHQH,64.95,7,Electronic check,1,insufficient_funds,321,occasional,Yes
7643-RCHXS,19.35,63,Electronic check,1,card_expired,372,occasional,No
8246-SHFGA,21.1,17,Credit card (automatic),3,card_expired,475,occasional,No
8387-MOJJT,77.95,42,Credit card (automatic),0,bank_decline,248,high_value_repeat,No
0620-XEFWH,18.85,4,Mailed check,0,bank_decline,284,occasional,No
6485-QXWWE,26.0,62,Bank transfer (automatic),1,card_expired,476,occasional,No
2761-OCIAX,74.7,2,Electronic check,1,card_expired,540,new_customer,No
7321-VGNKU,70.35,2,Electronic check,0,card_expired,306,new_customer,No
5327-CNLUQ,96.9,48,Bank transfer (automatic),0,bank_decline,200,high_value_repeat,Yes
7552-KEYGT,19.55,27,Bank transfer (automatic),0,card_expired,892,occasional,No
5816-JMLGY,80.4,70,Bank transfer (automatic),2,insufficient_funds,517,high_value_repeat,Yes
3068-OMWZA,88.8,1,Electronic check,0,insufficient_funds,359,new_customer,Yes
2927-QRRQV,94.65,46,Electronic check,0,card_expired,530,high_value_repeat,No
6032-KRXXO,90.25,30,Electronic check,0,insufficient_funds,381,high_value_repeat,No
7459-RRWQZ,64.65,15,Bank transfer (automatic),0,card_expired,530,occasional,No
6265-SXWBU,95.75,69,Credit card (automatic),0,insufficient_funds,423,high_value_repeat,Yes
7941-RCJOW,19.55,65,Credit card (automatic),1,network_error,2573,occasional,Yes
6374-NTQLP,104.1,72,Credit card (automatic),0,insufficient_funds,382,high_value_repeat,Yes
4154-AQUGT,89.05,13,Bank transfer (automatic),2,insufficient_funds,182,occasional,Yes
2387-KDZQY,20.1,17,Mailed check,0,card_expired,690,occasional,No
3584-WKTTW,111.55,51,Electronic check,1,insufficient_funds,258,high_value_repeat,Yes
3399-BMLVW,60.5,51,Credit card (automatic),2,network_error,1411,high_value_repeat,Yes
1971-DTCZB,90.95,72,Bank transfer (automatic),1,insufficient_funds,368,high_value_repeat,No
3092-IGHWF,87.4,67,Electronic check,1,insufficient_funds,255,high_value_repeat,No
3374-PZLXD,19.7,34,Mailed check,0,network_error,2458,occasional,Yes
3813-DHBBB,50.95,67,Bank transfer (automatic),0,insufficient_funds,503,occasional,No
2812-REYAT,20.05,49,Bank transfer (automatic),1,insufficient_funds,549,occasional,No
6518-PPLMZ,19.4,53,Mailed check,3,bank_decline,522,occasional,No
4939-KYYPY,59.45,27,Electronic check,1,card_expired,354,occasional,No
8017-LXHFA,94.75,23,Electronic check,1,insufficient_funds,407,occasional,No
5930-GBIWP,81.5,69,Credit card (automatic),1,insufficient_funds,461,high_value_repeat,Yes
6022-KOUQO,29.05,2,Bank transfer (automatic),1,card_expired,136,new_customer,No
6352-TWCAU,86.45,35,Electronic check,0,card_expired,485,high_value_repeat,No
2361-UPSND,70.6,46,Mailed check,1,card_expired,181,high_value_repeat,No
6035-RIIOM,97.2,54,Bank transfer (automatic),3,network_error,4132,high_value_repeat,Yes
2929-QNSRW,98.25,56,Electronic check,0,insufficient_funds,339,high_value_repeat,Yes
1262-OPMFY,75.75,9,Bank transfer (automatic),1,insufficient_funds,372,occasional,Yes
9504-DSHWM,59.2,20,Bank transfer (automatic),0,bank_decline,284,occasional,No
5035-BVCXS,75.9,11,Mailed check,1,bank_decline,305,occasional,Yes
6267-DCFFZ,90.05,30,Electronic check,0,insufficient_funds,741,high_value_repeat,Yes
3533-UVMOM,70.95,68,Bank transfer (automatic),1,card_expired,541,high_value_repeat,Yes
2439-LYPMQ,102.6,38,Electronic check,2,insufficient_funds,167,high_value_repeat,Yes
4248-QPAVC,85.35,17,Bank transfer (automatic),0,insufficient_funds,625,occasional,No
1899-VXWXM,106.1,48,Credit card (automatic),1,insufficient_funds,578,high_value_repeat,Yes
1478-VPOAD,43.8,1,Electronic check,2,insufficient_funds,357,new_customer,Yes
9995-HOTOH,59.0,63,Electronic check,3,network_error,2745,occasional,Yes
2988-PLAHS,69.95,3,Electronic check,0,network_error,2488,new_customer,Yes
1371-OJCEK,24.35,48,Bank transfer (automatic),0,insufficient_funds,695,occasional,Yes
4999-IEZLT,29.45,66,Credit card (automatic),0,insufficient_funds,280,occasional,Yes
8883-ANODQ,84.4,68,Credit card (automatic),3,bank_decline,421,high_value_repeat,No
4690-LLKUA,45.05,17,Electronic check,3,insufficient_funds,335,occasional,Yes
2351-RRBUE,20.65,7,Mailed check,1,network_error,1353,occasional,Yes
5980-BDHPY,87.1,72,Bank transfer (automatic),2,insufficient_funds,728,high_value_repeat,No
1498-DQNRX,19.85,29,Mailed check,1,network_error,1554,occasional,No
9469-WEJBT,90.35,37,Electronic check,1,insufficient_funds,433,high_value_repeat,Yes
3331-HQDTW,109.8,34,Mailed check,0,insufficient_funds,138,high_value_repeat,Yes
9490-DFPMD,84.65,42,Electronic check,2,insufficient_funds,340,high_value_repeat,Yes
2581-VKIRT,65.5,59,Mailed check,0,insufficient_funds,463,high_value_repeat,Yes
5442-XSDCW,79.5,11,Bank transfer (automatic),2,insufficient_funds,276,occasional,Yes
7426-WEIJX,80.95,60,Electronic check,2,network_error,2969,high_value_repeat,Yes
2851-MMUTZ,56.15,27,Mailed check,1,card_expired,359,occasional,No
3049-NDXFL,85.8,1,Mailed check,0,insufficient_funds,574,new_customer,Yes
8580-AECUZ,79.1,1,Electronic check,0,card_expired,604,new_customer,No
3307-TLCUD,34.4,17,Mailed check,0,network_error,2030,occasional,No
6625-FLENO,20.75,58,Mailed check,0,bank_decline,411,occasional,No
2967-MXRAV,18.8,1,Mailed check,0,network_error,2646,new_customer,Yes
7963-GQRMY,44.3,3,Mailed check,3,card_expired,492,new_customer,No
8189-HBVRW,90.8,53,Electronic check,1,card_expired,402,high_value_repeat,No
4163-KIUHY,25.6,35,Electronic check,0,bank_decline,428,occasional,No
1228-FZFRV,105.95,50,Credit card (automatic),0,bank_decline,363,high_value_repeat,No
3500-NSDOA,70.8,68,Credit card (automatic),0,insufficient_funds,417,high_value_repeat,Yes
1171-TYKUR,25.4,47,Electronic check,1,insufficient_funds,594,occasional,Yes
3761-FLYZI,108.8,65,Bank transfer (automatic),1,insufficient_funds,496,high_value_repeat,No
2058-DCJBE,69.75,5,Electronic check,3,network_error,3061,occasional,Yes
5364-XYIRR,94.65,51,Electronic check,1,network_error,3078,high_value_repeat,No
4829-AUOAX,96.05,46,Bank transfer (automatic),3,card_expired,376,high_value_repeat,No
1219-NNDDO,76.85,9,Electronic check,2,insufficient_funds,447,occasional,Yes
8388-DMKAE,20.25,8,Mailed check,0,network_error,1631,occasional,Yes
4403-BWPAY,24.8,14,Credit card (automatic),3,bank_decline,590,occasional,Yes
9659-QEQSY,115.65,45,Electronic check,0,insufficient_funds,50,high_value_repeat,No
5405-ZMYXQ,74.6,8,Credit card (automatic),2,network_error,2430,occasional,Yes
5047-LHVLY,50.15,1,Mailed check,0,card_expired,571,new_customer,No
1442-OKRJE,103.15,66,Bank transfer (automatic),2,bank_decline,195,high_value_repeat,Yes
4737-AQCPU,72.1,72,Credit card (automatic),2,bank_decline,459,high_value_repeat,Yes
9158-VCTQB,113.6,41,Bank transfer (automatic),2,card_expired,297,high_value_repeat,No
2808-CHTDM,25.1,23,Mailed check,2,network_error,2204,occasional,Yes
6311-UEUME,78.9,29,Electronic check,0,bank_decline,541,high_value_repeat,Yes
0793-TWELN,80.15,4,Electronic check,0,card_expired,429,occasional,No
3283-WCWXT,25.4,6,Mailed check,0,card_expired,94,occasional,No
1060-ENTOF,105.4,67,Credit card (automatic),0,network_error,1718,high_value_repeat,Yes
0999-QXNSA,45.75,7,Mailed check,1,insufficient_funds,546,occasional,No
5451-MHQOF,24.45,56,Mailed check,0,card_expired,467,occasional,No
4836-WNFNO,25.0,72,Credit card (automatic),3,bank_decline,662,occasional,No
9225-BZLNZ,85.25,72,Electronic check,1,network_error,3846,high_value_repeat,Yes
0354-VXMJC,19.6,23,Credit card (automatic),2,card_expired,348,occasional,No
4422-QVIJA,50.15,35,Mailed check,0,insufficient_funds,775,occasional,Yes
9365-SRSZE,70.55,27,Electronic check,2,insufficient_funds,403,high_value_repeat,Yes
6839-ITVZJ,60.05,26,Electronic check,3,card_expired,255,high_value_repeat,No
8332-OSJDW,26.4,12,Mailed check,1,insufficient_funds,304,occasional,Yes
4735-BJKOU,20.15,40,Mailed check,1,network_error,694,occasional,Yes
0274-JKUJR,58.85,7,Mailed check,2,card_expired,641,occasional,No
5740-YHGTW,97.55,70,Credit card (automatic),0,card_expired,639,high_value_repeat,No
8917-SZTTJ,19.65,60,Credit card (automatic),1,card_expired,247,occasional,No
1696-MZVAU,25.25,39,Credit card (automatic),0,bank_decline,365,occasional,No
7359-WWYJV,114.45,72,Credit card (automatic),0,insufficient_funds,414,high_value_repeat,Yes
0375-HVGXO,34.7,1,Electronic check,0,insufficient_funds,255,new_customer,Yes
4906-ZHGPK,70.7,54,Electronic check,0,insufficient_funds,136,high_value_repeat,Yes
8593-WHYHV,85.3,3,Electronic check,0,card_expired,368,new_customer,No
3795-GWTRD,75.55,63,Credit card (automatic),0,card_expired,351,high_value_repeat,No
1298-PHBTI,84.8,71,Electronic check,3,insufficient_funds,341,high_value_repeat,No
6223-DHJGV,20.65,42,Mailed check,1,card_expired,433,occasional,No
6961-MJKBO,20.45,47,Bank transfer (automatic),3,insufficient_funds,614,occasional,No
6097-EQISJ,102.45,66,Credit card (automatic),0,card_expired,354,high_value_repeat,No
4423-YLHDV,104.4,21,Bank transfer (automatic),0,card_expired,425,occasional,No
8158-WPEZG,35.65,11,Electronic check,1,insufficient_funds,509,occasional,Yes
0107-YHINA,99.75,1,Electronic check,0,insufficient_funds,483,new_customer,Yes
4918-FYJNT,90.45,55,Electronic check,0,insufficient_funds,307,high_value_repeat,Yes
0727-BNRLG,97.65,69,Credit card (automatic),1,insufficient_funds,414,high_value_repeat,No
4854-CIDCF,73.85,3,Electronic check,0,card_expired,482,new_customer,No
8640-SDGKB,74.4,4,Electronic check,1,insufficient_funds,230,occasional,No
3280-MRDOF,69.1,30,Credit card (automatic),1,card_expired,589,high_value_repeat,No
6435-SRWBJ,82.75,5,Electronic check,0,insufficient_funds,614,occasional,No
9964-WBQDJ,24.4,71,Credit card (automatic),0,bank_decline,291,occasional,No
6303-KFWSL,55.25,29,Electronic check,2,bank_decline,429,occasional,No
1702-CCFNJ,61.35,52,Bank transfer (automatic),1,insufficient_funds,496,high_value_repeat,No
8932-CZHRQ,76.75,68,Credit card (automatic),0,insufficient_funds,318,high_value_repeat,Yes
0386-CWRGM,19.4,46,Mailed check,3,insufficient_funds,472,occasional,No
5515-RUGKN,54.75,8,Credit card (automatic),0,card_expired,424,occasional,No
0404-AHASP,19.7,72,Credit card (automatic),1,insufficient_funds,179,occasional,No
7279-NMVJC,19.9,17,Bank transfer (automatic),3,network_error,2867,occasional,Yes
2081-VEYEH,107.95,3,Electronic check,0,card_expired,234,new_customer,No
6407-UTSLV,83.8,2,Bank transfer (automatic),0,bank_decline,540,new_customer,No
4116-TZAQJ,74.25,9,Credit card (automatic),0,insufficient_funds,299,occasional,Yes
9060-HJJRW,56.4,51,Credit card (automatic),0,bank_decline,375,occasional,Yes
2587-YNLES,20.1,6,Mailed check,0,bank_decline,605,occasional,No
7398-SKNQZ,94.9,3,Electronic check,1,insufficient_funds,474,new_customer,Yes
5935-FCCNB,94.2,17,Electronic check,0,insufficient_funds,238,occasional,Yes
1958-RNRKS,49.9,30,Electronic check,1,insufficient_funds,247,occasional,Yes
5136-RGMZO,71.05,31,Electronic check,3,insufficient_funds,310,high_value_repeat,No
8345-MVDYC,81.65,45,Bank transfer (automatic),2,insufficient_funds,459,high_value_repeat,No
8226-BXGES,89.45,64,Bank transfer (automatic),1,card_expired,453,high_value_repeat,No
3877-JRJIP,59.85,1,Electronic check,0,card_expired,273,new_customer,No
8375-DKEBR,69.6,1,Electronic check,1,bank_decline,224,new_customer,Yes
9705-IOVQQ,99.0,61,Electronic check,1,insufficient_funds,442,high_value_repeat,Yes
1015-OWJKI,19.05,1,Mailed check,0,bank_decline,372,new_customer,Yes
7511-YMXVQ,45.4,9,Electronic check,0,insufficient_funds,723,occasional,Yes
2040-XBAVJ,114.45,72,Bank transfer (automatic),2,network_error,2529,high_value_repeat,Yes
7551-JOHTI,19.5,1,Mailed check,0,card_expired,672,new_customer,No
8887-IPQNC,44.25,7,Mailed check,0,insufficient_funds,224,occasional,Yes
8646-JCOMS,90.55,66,Bank transfer (automatic),0,bank_decline,164,high_value_repeat,No
9804-ICWBG,69.9,1,Electronic check,0,card_expired,231,new_customer,No
1222-KJNZD,20.4,40,Bank transfer (automatic),2,network_error,3451,occasional,Yes
0106-GHRQR,71.4,16,Bank transfer (automatic),1,card_expired,663,occasional,No
5318-IXUZF,87.15,2,Bank transfer (automatic),2,card_expired,282,new_customer,No
3768-VHXQO,24.85,67,Credit card (automatic),0,card_expired,330,occasional,No
8952-WCVCD,104.45,41,Bank transfer (automatic),0,network_error,1564,high_value_repeat,Yes
2418-TPEUN,19.8,56,Credit card (automatic),1,insufficient_funds,128,occasional,No
3963-RYFNS,116.45,72,Bank transfer (automatic),0,network_error,3074,high_value_repeat,No
3198-VELRD,84.75,3,Bank transfer (automatic),0,bank_decline,433,new_customer,No
8540-ZQGEA,20.05,54,Credit card (automatic),2,insufficient_funds,401,occasional,No
1320-REHCS,110.75,52,Electronic check,0,insufficient_funds,189,high_value_repeat,Yes
4137-JOPHL,89.7,50,Bank transfer (automatic),1,network_error,3811,high_value_repeat,Yes
9436-ZBZCT,89.95,14,Electronic check,0,insufficient_funds,324,occasional,No
7801-CEDNV,48.7,27,Credit card (automatic),0,card_expired,480,occasional,No
2057-BOYKM,96.6,72,Bank transfer (automatic),0,insufficient_funds,181,high_value_repeat,No
3658-QQJYD,74.3,62,Credit card (automatic),3,card_expired,371,high_value_repeat,No
1803-BGNBD,54.3,12,Electronic check,2,insufficient_funds,443,occasional,Yes
0134-XWXCE,74.85,44,Bank transfer (automatic),3,card_expired,449,high_value_repeat,No
6950-TWMYB,79.95,54,Bank transfer (automatic),1,network_error,2623,high_value_repeat,Yes
5848-FHRFC,20.05,68,Bank transfer (automatic),0,card_expired,474,occasional,Yes
2243-FNMMI,19.4,20,Mailed check,1,card_expired,230,occasional,No
2511-MORQY,54.9,50,Bank transfer (automatic),1,bank_decline,429,occasional,No
5356-KZCKT,24.45,58,Credit card (automatic),2,network_error,2591,occasional,Yes
9470-XCCEM,89.65,35,Bank transfer (automatic),0,bank_decline,434,high_value_repeat,Yes
6519-CFDBX,45.4,2,Electronic check,1,card_expired,410,new_customer,No
3902-MIVLE,75.7,63,Mailed check,0,network_error,1481,high_value_repeat,No
0409-WTMPL,110.65,58,Credit card (automatic),0,insufficient_funds,202,high_value_repeat,No
8763-KIAFH,20.55,27,Mailed check,1,insufficient_funds,67,occasional,No
3669-WHAFY,115.15,71,Credit card (automatic),1,insufficient_funds,522,high_value_repeat,No
3055-VTCGS,58.55,63,Credit card (automatic),0,card_expired,524,occasional,No
3144-KMTWZ,93.25,71,Bank transfer (automatic),0,bank_decline,526,high_value_repeat,Yes
7279-BUYWN,113.2,41,Electronic check,1,insufficient_funds,446,high_value_repeat,No
7156-MHUGY,90.5,13,Electronic check,2,network_error,793,occasional,Yes
7198-GLXTC,79.0,2,Electronic check,2,network_error,1678,new_customer,Yes
2007-QVGAW,19.35,68,Bank transfer (automatic),3,network_error,2636,occasional,Yes
5207-PLSTK,48.75,1,Mailed check,2,card_expired,420,new_customer,No
2307-FYNNL,109.05,65,Electronic check,0,card_expired,366,high_value_repeat,No
5605-XNWEN,25.0,72,Bank transfer (automatic),1,card_expired,455,occasional,No
2155-AMQRX,54.9,28,Credit card (automatic),0,insufficient_funds,401,occasional,No
6181-AXXYF,24.75,72,Credit card (automatic),0,bank_decline,418,occasional,Yes
5091-HFAZW,91.15,2,Electronic check,2,insufficient_funds,304,new_customer,Yes
0516-VRYBW,20.15,18,Bank transfer (automatic),0,insufficient_funds,547,occasional,Yes
2519-LBNQL,104.35,60,Electronic check,3,bank_decline,335,high_value_repeat,No
8623-ULFNQ,66.05,26,Electronic check,1,card_expired,200,high_value_repeat,No
8380-PEFPE,71.65,1,Electronic check,1,network_error,1883,new_customer,No
5687-DKDTV,20.35,4,Mailed check,1,card_expired,347,occasional,No
1568-LJSZU,92.2,68,Credit card (automatic),2,insufficient_funds,549,high_value_repeat,No
7530-HDYDS,84.25,38,Credit card (automatic),1,insufficient_funds,393,high_value_repeat,Yes
7789-HKSBS,105.2,42,Bank transfer (automatic),1,insufficient_funds,372,high_value_repeat,Yes
7416-CKTEP,19.6,57,Bank transfer (automatic),0,card_expired,212,occasional,No
2586-CWXVV,30.4,54,Electronic check,1,network_error,3128,occasional,Yes
3096-IZETN,78.1,12,Bank transfer (automatic),0,card_expired,302,occasional,No
2348-KCJLT,61.5,44,Mailed check,1,bank_decline,384,high_value_repeat,Yes
8401-EMUWF,69.4,42,Bank transfer (automatic),1,insufficient_funds,622,high_value_repeat,No
4193-IBKSW,24.75,72,Bank transfer (automatic),1,network_error,2907,occasional,Yes
5377-NDTOU,91.05,71,Mailed check,0,card_expired,155,high_value_repeat,No
5922-ABDVO,89.65,19,Mailed check,0,bank_decline,134,occasional,Yes
2474-LCNUE,73.65,23,Credit card (automatic),1,insufficient_funds,390,occasional,Yes
0839-QNXME,19.4,30,Credit card (automatic),0,network_error,1529,occasional,Yes
3506-OVLKD,26.2,35,Bank transfer (automatic),0,bank_decline,497,occasional,No
9172-ANCRX,98.7,10,Electronic check,0,insufficient_funds,406,occasional,Yes
6650-VJONK,43.85,1,Bank transfer (automatic),3,bank_decline,424,new_customer,Yes
2178-PMGCJ,69.7,22,Mailed check,1,insufficient_funds,293,occasional,Yes
7492-TAFJD,38.55,7,Mailed check,0,network_error,3893,occasional,No
2773-MADBQ,53.1,36,Mailed check,0,bank_decline,826,occasional,No
6016-LVTJQ,20.65,34,Mailed check,0,network_error,2277,occasional,Yes
7860-KSUGX,64.45,72,Credit card (automatic),2,card_expired,452,high_value_repeat,No
8966-KZXXA,25.1,36,Credit card (automatic),1,insufficient_funds,414,occasional,Yes
6910-HADCM,76.35,1,Electronic check,0,bank_decline,361,new_customer,No
4816-LXZYW,79.15,23,Electronic check,0,card_expired,275,occasional,No
9606-PBKBQ,85.0,32,Electronic check,0,insufficient_funds,237,high_value_repeat,Yes
5149-QYTTU,95.15,71,Credit card (automatic),1,network_error,1591,high_value_repeat,Yes
2070-XYMFH,79.35,23,Mailed check,2,card_expired,460,occasional,No
2085-BOJKI,96.65,17,Bank transfer (automatic),0,insufficient_funds,322,occasional,Yes
0817-HSUSE,75.5,1,Electronic check,0,insufficient_funds,50,new_customer,Yes
5442-PPTJY,19.7,12,Mailed check,0,insufficient_funds,466,occasional,No
1927-QEWMY,20.5,72,Credit card (automatic),3,network_error,2469,occasional,Yes
1663-MHLHE,19.2,1,Mailed check,0,network_error,3577,new_customer,Yes
5663-QBGIS,98.35,72,Bank transfer (automatic),2,card_expired,455,high_value_repeat,No
4450-MDZFX,74.35,60,Bank transfer (automatic),1,bank_decline,178,high_value_repeat,No
6701-DHKWQ,51.35,61,Credit card (automatic),0,bank_decline,65,occasional,No
7554-AKDQF,45.65,6,Mailed check,0,network_error,1924,occasional,No
3536-IQCTX,85.3,32,Electronic check,0,insufficient_funds,306,high_value_repeat,Yes
4911-BANWH,86.55,31,Credit card (automatic),1,network_error,3254,high_value_repeat,Yes
8496-EJAUI,73.85,19,Credit card (automatic),2,insufficient_funds,398,occasional,Yes
0794-YVSGE,20.3,72,Bank transfer (automatic),1,network_error,3406,occasional,Yes
5423-BHIXO,54.2,32,Electronic check,1,network_error,1440,occasional,Yes
6908-VVYHM,90.65,65,Electronic check,0,insufficient_funds,544,high_value_repeat,Yes
2959-EEXWB,50.9,45,Bank transfer (automatic),3,bank_decline,508,occasional,Yes
1839-UMACK,25.05,42,Electronic check,2,insufficient_funds,97,occasional,No
3030-YDNRM,74.85,8,Electronic check,0,network_error,3558,occasional,Yes
7321-KKSDU,20.5,32,Mailed check,3,insufficient_funds,414,occasional,No
3402-XRIUO,63.55,22,Mailed check,1,bank_decline,458,occasional,No
3132-TVFDZ,44.85,57,Electronic check,1,insufficient_funds,270,occasional,No
8286-AFUYI,47.95,1,Electronic check,1,insufficient_funds,591,new_customer,Yes
8080-DDEMJ,45.1,1,Electronic check,2,card_expired,222,new_customer,No
8356-WUAOJ,45.0,1,Electronic check,1,card_expired,524,new_customer,No
6365-MTGZX,96.0,24,Electronic check,0,insufficient_funds,523,occasional,Yes
1349-WXNGG,20.05,1,Bank transfer (automatic),0,network_error,1720,new_customer,No
8058-DMYRU,90.05,54,Electronic check,3,insufficient_funds,697,high_value_repeat,Yes
9350-ZXYJC,25.3,4,Credit card (automatic),0,insufficient_funds,434,occasional,Yes
6990-YNRIO,108.65,65,Bank transfer (automatic),0,insufficient_funds,498,high_value_repeat,Yes
8958-JPTRR,24.3,56,Electronic check,0,bank_decline,170,occasional,No
6959-GQEGV,75.95,45,Electronic check,0,network_error,4194,high_value_repeat,Yes
3173-WSSUE,19.7,71,Credit card (automatic),1,network_error,1520,occasional,Yes
1265-HVPZB,66.4,59,Credit card (automatic),3,network_error,3319,high_value_repeat,Yes
4115-UMJFQ,35.75,69,Bank transfer (automatic),0,card_expired,250,occasional,No
7369-TRPFD,18.8,19,Mailed check,0,insufficient_funds,307,occasional,Yes
1098-KFQEC,19.4,55,Credit card (automatic),0,card_expired,518,occasional,No
7190-XHTWJ,19.3,38,Mailed check,2,bank_decline,554,occasional,Yes
0621-TWIEM,45.55,10,Electronic check,1,bank_decline,209,occasional,No
3537-RYBHH,67.45,47,Credit card (automatic),0,card_expired,563,high_value_repeat,No
2485-ITVKB,35.1,2,Electronic check,2,insufficient_funds,556,new_customer,No
3669-OYSJI,46.2,1,Credit card (automatic),2,insufficient_funds,259,new_customer,Yes
1612-EOHDH,45.15,1,Electronic check,2,card_expired,639,new_customer,No
6702-OHFWR,43.3,1,Electronic check,3,network_error,1334,new_customer,Yes
5296-BFCYD,20.1,46,Mailed check,0,insufficient_funds,306,occasional,Yes
4510-PYUSH,57.15,38,Credit card (automatic),2,bank_decline,471,occasional,No
9359-JANWS,58.9,65,Credit card (automatic),1,card_expired,271,occasional,No
7517-SAWMO,73.2,19,Electronic check,2,bank_decline,439,occasional,Yes
4143-HHPMK,85.35,52,Electronic check,1,network_error,2692,high_value_repeat,No
3279-DYZQM,19.45,71,Mailed check,2,bank_decline,371,occasional,Yes
7054-LGEQW,45.95,1,Mailed check,1,network_error,3165,new_customer,No
0523-VNGTF,50.5,52,Electronic check,0,network_error,2317,occasional,Yes
9575-IWCAZ,25.1,6,Mailed check,1,network_error,2685,occasional,No
7105-MXJLL,60.7,26,Mailed check,3,network_error,3417,high_value_repeat,Yes
7064-FRRSW,99.0,48,Electronic check,3,card_expired,518,high_value_repeat,No
7940-UQQUG,104.4,64,Bank transfer (automatic),0,bank_decline,517,high_value_repeat,Yes
0923-PNFUB,83.75,3,Electronic check,0,network_error,1580,new_customer,Yes
3961-SXAXY,44.05,1,Bank transfer (automatic),0,bank_decline,478,new_customer,Yes
7010-BRBUU,24.1,72,Credit card (automatic),1,bank_decline,268,occasional,Yes
3566-HJGPK,45.55,1,Mailed check,2,insufficient_funds,207,new_customer,No
3062-ICYZQ,93.8,51,Electronic check,0,insufficient_funds,389,high_value_repeat,No
9938-PRCVK,19.7,41,Bank transfer (automatic),1,card_expired,264,occasional,No
0973-KYVNF,70.65,72,Credit card (automatic),2,card_expired,518,high_value_repeat,No
5129-HHMZC,86.45,43,Credit card (automatic),1,bank_decline,522,high_value_repeat,Yes
9637-CDTKZ,114.1,72,Credit card (automatic),1,insufficient_funds,114,high_value_repeat,No
3946-JEWRQ,95.2,47,Credit card (automatic),1,card_expired,275,high_value_repeat,No
7873-CVMAW,88.55,72,Credit card (automatic),1,card_expired,181,high_value_repeat,No
0463-WZZKO,20.75,3,Credit card (automatic),0,insufficient_funds,330,new_customer,Yes
3494-JCHRQ,70.05,1,Electronic check,1,card_expired,468,new_customer,No
6474-FVJLC,86.0,2,Electronic check,1,bank_decline,363,new_customer,Yes
4524-QCSSM,44.65,26,Bank transfer (automatic),2,insufficient_funds,311,occasional,Yes
5832-EXGTT,60.2,29,Mailed check,1,network_error,3540,high_value_repeat,Yes
8840-DQLGN,100.5,35,Bank transfer (automatic),2,card_expired,54,high_value_repeat,No
2039-JONDJ,55.45,27,Bank transfer (automatic),0,insufficient_funds,585,occasional,Yes
7217-JYHOQ,70.3,24,Credit card (automatic),1,insufficient_funds,318,occasional,Yes
6695-FRVEC,60.4,67,Bank transfer (automatic),0,bank_decline,388,high_value_repeat,No
4547-LYTDD,72.65,16,Electronic check,0,insufficient_funds,320,occasional,Yes
9894-QMIMJ,55.8,23,Bank transfer (automatic),1,insufficient_funds,631,occasional,No
8069-YQQAJ,31.1,14,Mailed check,3,insufficient_funds,215,occasional,Yes
6770-XUAGN,21.0,1,Electronic check,0,network_error,2509,new_customer,Yes
4193-ORFCL,45.1,1,Mailed check,0,network_error,2921,new_customer,Yes
1636-NTNCO,50.95,4,Credit card (automatic),2,network_error,1211,occasional,Yes
3466-WAESX,69.1,16,Electronic check,0,insufficient_funds,262,occasional,Yes
9281-PKKZE,43.95,46,Electronic check,1,bank_decline,377,occasional,No
3638-VBZTA,86.5,68,Bank transfer (automatic),1,insufficient_funds,267,high_value_repeat,Yes
7459-IMVYU,69.95,38,Electronic check,1,card_expired,277,high_value_repeat,No
7776-QWNFX,50.4,30,Bank transfer (automatic),0,card_expired,347,occasional,No
6689-TCZHQ,78.95,5,Electronic check,0,insufficient_funds,497,occasional,Yes
8563-OYMQY,90.95,17,Credit card (automatic),2,bank_decline,348,occasional,No
0754-EEBDC,19.9,4,Mailed check,1,bank_decline,561,occasional,No
5777-ZPQNC,20.15,12,Electronic check,0,card_expired,250,occasional,No
1951-IEYXM,90.6,72,Credit card (automatic),2,bank_decline,212,high_value_repeat,No
3318-NMQXL,92.0,3,Electronic check,0,network_error,4041,new_customer,No
3143-ILDAL,94.45,56,Electronic check,1,bank_decline,301,high_value_repeat,Yes
1022-RKXDR,24.85,41,Mailed check,0,insufficient_funds,203,occasional,Yes
2361-FJWNO,36.0,40,Credit card (automatic),3,network_error,1106,occasional,No
2272-UOINI,78.5,7,Electronic check,0,insufficient_funds,561,occasional,Yes
8232-UTFOZ,19.95,69,Credit card (automatic),0,bank_decline,348,occasional,Yes
3750-YHRYO,20.65,7,Mailed check,0,insufficient_funds,361,occasional,Yes
6637-KYRCV,30.5,5,Electronic check,0,network_error,2372,occasional,Yes
5668-MEISB,106.1,72,Credit card (automatic),2,insufficient_funds,551,high_value_repeat,No
0129-QMPDR,20.5,44,Bank transfer (automatic),3,card_expired,373,occasional,No
7188-CBBBA,95.5,65,Electronic check,0,card_expired,751,high_value_repeat,No
5356-CSVSQ,64.6,3,Electronic check,0,bank_decline,420,new_customer,Yes
3221-CJMSG,51.1,24,Credit card (automatic),1,network_error,3349,occasional,Yes
4720-VSTSI,84.8,44,Bank transfer (automatic),2,bank_decline,520,high_value_repeat,No
3219-JQRSL,89.1,72,Credit card (automatic),1,insufficient_funds,394,high_value_repeat,No
